filenames;BLx;BLy;TLx;TLy;BRx;BRy;TRx;TRy
bg01-tax004-f159.jpg;495.036;810.007;553.916;226.652;1003.3;791.676;977.655;215.013
bg03-datasheet002-f58.jpg;687.954;839.335;618.258;250.312;1196.66;757.21;1044.56;203.108
bg01-magazine002-f206.jpg;849.059;878.375;697.055;284.431;1326.61;767.251;1110.32;227.52
bg01-patent001-f68.jpg;843.364;887.016;675.767;290.711;1326.54;750.228;1093.24;204.901
bg02-datasheet005-f90.jpg;1107.26;742.467;1070.89;262.05;1527.47;748.781;1435.65;269.723
bg01-paper001-f103.jpg;793.425;956.835;627.315;310.46;1290.48;815.294;1066.59;219.207
bg02-datasheet005-f188.jpg;762.303;748.026;742.334;263.012;1184.24;734.851;1110.32;261.059
bg01-datasheet003-f167.jpg;848.58;793.347;770.682;161.01;1337.5;733.894;1205.35;134.808
bg01-magazine002-f15.jpg;909.185;836.448;760.927;290.381;1334.13;739.383;1137.49;236.366
bg05-datasheet003-f75.jpg;664.892;814.269;685.361;236.472;1187.52;788.827;1114.06;213.895
bg02-tax005-f139.jpg;945.941;771.502;818.492;348.183;1322.99;688.562;1144.4;294.693
bg05-tax002-f47.jpg;750.998;776.049;847.475;184.562;1275.76;845.443;1284.6;247.169
bg01-patent005-f148.jpg;628.279;848.685;704.854;266.364;1114.71;879.186;1124.94;279.769
bg03-magazine004-f110.jpg;749.407;619.065;810.144;234.4;1126.03;634.961;1130.8;243.601
bg01-magazine001-f39.jpg;662.61;829.762;681.75;242.169;1171.5;814.912;1104.87;240.354
bg02-magazine005-f160.jpg;940.86;758.655;893.656;332.022;1359.23;725.453;1236.83;308.539
bg04-letter003-f56.jpg;715.389;353.331;1354.87;353.371;654.803;737.659;1437.47;741.893
bg04-paper003-f23.jpg;1345.83;874.445;654.154;697.37;1328.33;522.949;760.674;362.899
bg03-datasheet004-f53.jpg;875.919;752.103;847.17;217.703;1390.15;728.778;1259.85;210.953
bg01-paper003-f103.jpg;837.57;718.081;817.487;222.203;1269.34;699.141;1186.84;213.102
bg03-tax004-f101.jpg;744.521;571.216;972.699;182.657;1090.54;674.899;1294.82;234.536
bg03-tax004-f177.jpg;633.44;747.827;727.0;191.77;1114.17;809.492;1127.69;262.777
bg03-patent002-f48.jpg;551.845;808.675;614.733;265.761;1062.86;803.622;1028.08;269.429
bg01-magazine004-f109.jpg;623.659;829.775;700.119;188.362;1187.19;847.501;1163.97;207.639
bg04-paper001-f111.jpg;1352.41;777.976;713.281;695.642;1420.79;318.456;830.225;313.618
bg04-datasheet004-f75.jpg;699.441;345.479;1330.21;296.614;734.354;773.869;1476.44;692.461
bg01-magazine001-f98.jpg;698.245;849.865;693.176;240.5;1222.16;821.852;1126.47;231.425
bg05-patent002-f48.jpg;821.964;899.585;720.077;281.883;1362.39;784.826;1166.33;192.113
bg03-datasheet001-f57.jpg;775.352;768.218;775.466;239.506;1248.31;751.824;1170.42;233.517
bg01-datasheet003-f130.jpg;639.534;751.553;700.066;148.151;1167.3;768.469;1140.25;172.902
bg01-magazine004-f137.jpg;470.209;841.201;555.933;151.429;1075.29;839.829;1052.41;160.13
bg04-letter004-f49.jpg;1547.18;806.271;744.125;764.391;1494.31;314.388;786.474;258.136
bg01-paper002-f93.jpg;706.384;744.899;836.863;223.454;1184.18;820.958;1235.43;279.22
bg05-patent003-f17.jpg;706.091;742.142;894.843;209.054;1201.41;852.813;1315.06;268.736
bg05-patent002-f17.jpg;845.5;906.166;719.371;248.762;1355.58;803.952;1171.84;184.15
bg03-magazine001-f195.jpg;718.46;757.08;600.621;246.145;1127.76;699.714;961.623;245.147
bg05-letter003-f24.jpg;677.404;802.28;755.147;256.559;1169.32;825.439;1163.16;269.121
bg02-magazine005-f34.jpg;982.383;788.927;846.772;342.471;1374.18;704.058;1182.09;288.045
bg04-paper002-f94.jpg;772.11;227.878;1367.18;304.061;735.577;643.624;1393.44;706.36
bg05-letter005-f16.jpg;660.223;842.321;714.95;268.337;1169.04;834.617;1134.84;255.993
bg03-patent001-f133.jpg;1080.97;832.644;884.798;249.436;1536.19;712.207;1283.19;175.165
bg03-paper004-f95.jpg;722.883;876.909;616.343;209.901;1270.31;777.816;1080.98;163.826
bg02-letter004-f54.jpg;919.223;857.316;857.128;308.551;1401.79;809.625;1255.41;281.145
bg05-paper002-f77.jpg;707.902;815.724;726.182;244.314;1210.6;775.745;1146.73;201.022
bg02-paper002-f41.jpg;749.79;659.333;862.411;251.991;1157.81;746.502;1198.38;325.583
bg02-patent001-f117.jpg;889.869;863.339;853.741;311.082;1332.82;828.188;1242.16;290.098
bg01-patent003-f178.jpg;516.598;775.332;572.041;173.907;1050.09;762.68;1015.91;171.34
bg01-magazine004-f209.jpg;971.095;821.445;894.569;171.507;1507.04;774.135;1348.72;157.757
bg03-letter002-f27.jpg;1114.16;740.483;1038.75;221.704;1556.04;710.703;1416.77;205.497
bg04-letter003-f20.jpg;701.27;375.697;1366.79;298.128;798.682;874.881;1562.31;730.754
bg01-datasheet005-f132.jpg;753.887;801.002;728.337;145.765;1283.72;772.89;1183.09;136.846
bg01-letter002-f125.jpg;732.007;839.724;744.928;235.655;1251.11;827.006;1176.2;236.641
bg01-magazine005-f145.jpg;787.069;908.408;687.043;286.028;1315.29;788.98;1123.99;205.67
bg03-tax004-f48.jpg;805.05;755.841;828.622;286.225;1248.24;767.631;1190.91;301.809
bg04-letter004-f97.jpg;1376.3;816.555;657.808;756.669;1372.47;355.368;715.969;277.817
bg03-patent004-f33.jpg;849.866;784.793;772.438;253.888;1353.63;727.432;1176.78;234.203
bg03-patent003-f69.jpg;763.752;697.474;811.328;177.725;1221.6;712.584;1200.2;192.986
bg02-letter003-f189.jpg;790.846;713.485;897.929;297.673;1237.3;783.894;1257.26;345.245
bg02-letter003-f216.jpg;914.62;716.252;822.98;299.092;1329.11;640.517;1165.23;244.071
bg01-magazine001-f46.jpg;725.512;844.133;715.897;262.31;1227.5;815.842;1132.83;248.86
bg02-magazine005-f85.jpg;874.437;688.758;901.694;277.503;1311.35;707.573;1254.5;292.044
bg02-letter005-f33.jpg;851.347;724.085;837.273;284.699;1267.82;708.07;1185.53;272.378
bg01-letter002-f183.jpg;721.74;841.246;749.571;198.828;1274.75;838.161;1206.41;205.292
bg01-paper001-f13.jpg;722.065;885.494;717.015;201.364;1259.05;861.54;1189.2;186.596
bg04-letter002-f98.jpg;1562.22;664.786;915.619;770.22;1431.62;250.72;833.961;322.348
bg03-magazine002-f13.jpg;1027.05;855.34;846.705;287.143;1437.58;746.001;1221.3;228.656
bg02-paper001-f114.jpg;1068.4;829.548;848.733;380.602;1451.18;674.669;1181.01;268.206
bg05-paper003-f9.jpg;585.115;858.525;738.683;217.634;1130.3;936.4;1200.45;279.324
bg02-paper005-f86.jpg;822.462;762.615;857.942;177.136;1271.55;779.393;1270.86;191.206
bg05-letter002-f88.jpg;628.199;810.108;750.215;266.022;1114.83;856.393;1158.43;288.467
bg01-datasheet002-f41.jpg;922.406;822.277;766.81;207.138;1404.05;724.74;1188.96;164.411
bg02-patent002-f8.jpg;858.564;802.468;828.485;344.943;1275.77;771.978;1175.33;328.515
bg02-letter004-f1.jpg;864.141;835.946;753.649;295.438;1319.52;749.546;1141.06;244.029
bg01-magazine003-f184.jpg;828.519;798.321;791.399;261.363;1299.62;769.856;1182.55;254.793
bg02-paper001-f229.jpg;828.674;668.414;855.729;253.648;1239.3;677.722;1197.03;262.267
bg01-datasheet001-f224.jpg;771.867;825.123;782.393;177.441;1334.91;819.856;1246.23;185.111
bg04-patent005-f85.jpg;1444.99;666.865;767.036;568.082;1477.27;269.86;875.341;211.601
bg03-patent002-f44.jpg;593.82;814.134;653.279;263.193;1110.47;815.172;1069.97;272.512
bg02-magazine005-f115.jpg;949.867;779.159;901.161;298.931;1361.94;753.39;1253.74;286.321
bg01-paper002-f101.jpg;751.774;821.795;763.758;257.663;1246.72;802.505;1177.2;244.828
bg04-patent001-f15.jpg;705.217;429.895;1354.02;421.77;747.574;903.037;1508.64;842.384
bg01-paper001-f95.jpg;758.526;955.665;626.79;282.451;1280.05;830.823;1083.88;202.417
bg04-tax005-f68.jpg;776.501;189.842;1442.34;248.26;691.437;633.314;1409.21;721.607
bg04-magazine004-f50.jpg;1377.61;614.444;692.02;723.4;1240.04;248.539;637.354;324.729
bg01-datasheet002-f81.jpg;640.528;808.606;688.8;177.291;1194.18;819.239;1145.83;203.199
bg01-magazine002-f101.jpg;940.045;840.684;748.652;320.987;1331.38;721.848;1103.53;253.988
bg04-paper003-f39.jpg;1352.32;754.743;576.141;634.1;1365.87;364.952;722.669;279.985
bg04-patent005-f78.jpg;1319.21;674.01;647.422;572.295;1371.32;281.563;775.405;219.095
bg02-paper001-f70.jpg;794.462;713.189;848.358;261.743;1216.55;751.477;1202.47;296.407
bg03-paper003-f102.jpg;789.327;869.015;746.744;201.946;1330.05;819.478;1208.51;180.188
bg01-datasheet003-f48.jpg;618.734;796.777;647.358;167.605;1154.47;785.697;1098.13;173.367
bg02-magazine002-f136.jpg;862.633;799.128;816.225;347.64;1314.54;740.201;1177.79;304.133
bg04-paper001-f22.jpg;1216.48;764.933;596.257;527.56;1351.93;388.139;794.841;205.386
bg02-datasheet002-f45.jpg;935.153;778.801;756.818;260.664;1371.07;659.814;1134.88;191.055
bg05-magazine002-f22.jpg;821.666;848.125;670.532;224.888;1313.02;740.098;1099.08;178.574
bg03-magazine003-f18.jpg;816.987;857.8;759.84;271.338;1291.73;804.143;1174.06;237.848
bg04-letter002-f7.jpg;1537.26;701.29;803.449;807.479;1382.53;270.142;733.711;332.431
bg04-tax002-f16.jpg;1282.28;707.071;631.511;688.899;1283.28;309.858;707.462;314.075
bg02-magazine003-f79.jpg;882.839;738.47;840.163;257.244;1316.45;706.852;1204.74;248.669
bg01-magazine004-f117.jpg;608.627;843.021;697.338;192.215;1182.39;864.203;1168.31;211.594
bg02-patent004-f140.jpg;803.583;720.286;754.706;280.925;1224.51;682.883;1105.5;258.621
bg01-patent004-f112.jpg;726.708;807.044;698.547;230.824;1197.44;763.062;1108.1;203.01
bg02-patent004-f22.jpg;644.339;678.425;835.719;258.009;1065.84;786.673;1192.24;328.328
bg03-paper004-f185.jpg;747.751;898.067;633.235;223.351;1276.81;816.886;1085.35;214.704
bg03-tax001-f1.jpg;748.769;874.724;674.856;174.586;1298.08;805.656;1151.67;155.999
bg03-tax001-f118.jpg;806.046;826.509;810.875;296.116;1284.41;809.757;1205.26;288.462
bg05-letter004-f30.jpg;960.528;889.901;800.112;267.755;1426.62;778.866;1207.71;214.192
bg01-letter005-f74.jpg;881.721;790.226;644.014;300.134;1281.17;620.483;1002.04;184.385
bg03-patent001-f4.jpg;841.234;817.122;799.029;416.007;1322.74;789.903;1161.67;406.852
bg01-paper004-f51.jpg;695.295;817.102;758.197;305.016;1159.38;831.162;1140.84;318.775
bg01-tax004-f47.jpg;775.672;814.346;847.447;255.823;1277.89;845.568;1264.45;269.254
bg01-patent002-f89.jpg;1069.65;821.089;991.223;226.765;1553.2;784.912;1406.59;206.312
bg04-patent003-f34.jpg;1448.17;778.414;698.619;802.811;1409.03;259.825;707.155;307.824
bg02-magazine003-f57.jpg;615.224;803.011;506.537;316.297;1044.62;706.333;877.469;265.639
bg03-letter004-f149.jpg;740.721;785.093;787.438;323.146;1162.04;773.695;1140.39;301.205
bg02-tax003-f138.jpg;1063.06;729.355;890.36;295.892;1431.37;627.017;1213.89;225.759
bg01-tax002-f22.jpg;880.206;833.324;816.22;194.764;1388.7;793.405;1256.5;181.015
bg01-tax003-f109.jpg;705.117;809.579;668.445;248.828;1179.71;763.614;1071.69;224.493
bg01-magazine001-f5.jpg;746.615;874.646;705.481;307.199;1225.43;830.697;1108.22;288.388
bg02-patent003-f157.jpg;916.928;773.303;773.699;365.549;1303.93;642.923;1098.83;261.783
bg05-paper001-f9.jpg;704.902;876.011;677.315;249.235;1228.02;826.675;1121.23;222.701
bg02-magazine005-f156.jpg;889.473;746.845;860.859;311.877;1317.67;720.556;1211.72;293.961
bg04-patent003-f112.jpg;1479.01;700.499;763.461;843.334;1303.72;309.297;679.338;393.724
bg01-patent005-f119.jpg;978.628;892.413;857.152;268.014;1465.7;808.554;1285.73;201.375
bg01-patent004-f132.jpg;491.846;768.596;562.878;223.832;953.612;770.846;959.729;226.384
bg01-patent003-f94.jpg;561.517;827.633;558.714;212.378;1090.48;779.279;1001.34;184.931
bg02-patent005-f123.jpg;823.255;697.252;907.915;275.362;1354.99;735.189;1307.66;292.703
bg03-paper005-f7.jpg;746.535;847.39;671.033;161.686;1300.81;788.13;1140.2;162.701
bg03-letter003-f161.jpg;626.618;666.452;685.549;297.849;1006.7;661.715;1001.1;290.766
bg01-patent005-f139.jpg;710.483;915.354;699.392;299.288;1211.33;884.685;1131.01;271.39
bg04-patent003-f29.jpg;1508.74;782.163;740.566;813.091;1462.35;256.545;739.05;302.379
bg04-letter005-f82.jpg;634.924;426.864;1277.25;328.685;686.134;873.143;1429.65;738.746
bg01-patent005-f132.jpg;841.938;888.782;770.985;270.405;1333.68;828.337;1199.73;221.6
bg03-patent002-f149.jpg;1038.51;734.471;761.021;341.237;1379.13;627.013;1071.43;291.795
bg01-magazine001-f38.jpg;667.513;829.165;692.474;245.657;1175.39;817.861;1113.72;245.757
bg05-magazine003-f8.jpg;715.967;883.69;613.416;239.66;1222.26;803.156;1053.23;220.573
bg04-patent002-f35.jpg;689.391;395.109;1309.33;481.202;552.727;767.145;1303.14;885.85
bg02-paper002-f97.jpg;867.94;792.009;828.741;198.299;1333.66;757.848;1242.79;183.896
bg04-patent001-f52.jpg;697.719;295.016;1401.82;282.602;705.556;810.376;1475.16;771.217
bg01-letter002-f115.jpg;754.737;795.767;794.644;161.562;1285.49;807.745;1244.53;177.109
bg05-datasheet002-f81.jpg;667.351;780.525;713.15;241.5;1175.94;773.65;1126.46;235.479
bg01-letter004-f163.jpg;791.167;848.023;755.937;222.163;1328.3;814.089;1197.05;223.938
bg02-tax002-f181.jpg;957.261;778.543;866.441;323.457;1381.07;744.497;1214.72;317.774
bg04-magazine005-f20.jpg;502.906;321.883;1148.69;326.058;425.907;757.517;1171.11;767.233
bg03-letter002-f38.jpg;1018.51;772.742;957.105;271.962;1456.02;737.246;1327.6;248.347
bg01-tax003-f55.jpg;583.188;843.29;625.266;279.616;1068.81;836.493;1031.06;282.054
bg03-datasheet002-f89.jpg;614.792;680.182;743.782;172.323;1106.91;742.051;1146.62;219.601
bg02-tax004-f174.jpg;1082.09;692.048;725.887;300.521;1393.92;492.227;1028.15;160.059
bg03-tax001-f85.jpg;816.599;865.115;748.529;167.712;1360.65;801.349;1227.76;136.663
bg03-paper003-f93.jpg;744.178;836.352;720.115;187.987;1278.26;794.624;1176.03;169.629
bg03-datasheet003-f9.jpg;781.059;877.809;747.672;248.408;1302.3;839.359;1189.05;232.789
bg04-letter002-f100.jpg;1564.62;652.24;910.146;760.202;1435.2;235.418;831.238;312.924
bg03-datasheet004-f33.jpg;949.501;817.771;851.513;203.782;1487.04;760.107;1292.68;183.673
bg02-paper001-f157.jpg;1053.17;805.965;854.827;372.812;1458.07;687.435;1193.56;298.574
bg03-paper002-f18.jpg;1045.51;841.382;846.141;212.633;1538.54;727.698;1273.2;162.821
bg05-tax002-f61.jpg;612.313;733.379;673.552;104.631;1121.93;801.86;1100.35;214.759
bg01-magazine004-f13.jpg;826.649;860.071;749.578;373.688;1225.98;803.936;1096.17;350.24
bg03-datasheet003-f87.jpg;610.982;895.36;680.938;373.941;1146.84;887.602;1089.87;371.532
bg01-magazine002-f118.jpg;791.643;861.681;715.384;295.557;1254.26;796.28;1112.44;261.501
bg04-letter004-f55.jpg;1502.17;866.765;705.141;752.52;1509.21;362.711;801.878;255.433
bg01-letter004-f169.jpg;804.907;798.552;748.653;237.511;1276.7;752.769;1147.2;228.14
bg01-letter002-f124.jpg;732.844;844.893;748.704;234.864;1251.74;834.002;1182.07;235.743
bg02-tax003-f158.jpg;941.482;755.674;819.095;286.078;1334.41;672.121;1162.82;231.215
bg01-paper001-f8.jpg;722.56;881.309;717.139;198.832;1260.74;856.727;1189.43;184.17
bg01-datasheet001-f147.jpg;778.064;814.415;778.606;158.572;1316.8;804.318;1238.48;164.047
bg03-magazine005-f177.jpg;896.116;841.422;771.839;209.019;1427.3;741.847;1216.3;155.841
bg04-tax005-f55.jpg;892.646;246.646;1537.34;349.724;738.676;657.821;1410.71;843.403
bg02-paper001-f139.jpg;1065.9;802.944;820.412;365.237;1448.58;649.131;1153.77;263.923
bg02-magazine002-f9.jpg;766.04;804.4;675.593;313.045;1185.57;723.898;1036.8;264.199
bg01-paper005-f20.jpg;455.092;819.968;481.915;259.554;942.984;778.078;893.436;236.691
bg02-patent005-f52.jpg;841.22;717.015;797.368;301.079;1298.96;707.087;1158.19;310.559
bg03-patent002-f91.jpg;948.306;743.884;911.608;370.979;1394.95;762.054;1255.28;395.306
bg05-tax001-f5.jpg;814.451;864.439;644.176;221.94;1306.36;744.167;1084.43;164.226
bg03-magazine003-f142.jpg;973.738;700.772;949.156;291.169;1407.68;652.997;1300.15;243.97
bg01-magazine005-f43.jpg;497.99;863.971;408.593;277.547;991.688;736.058;832.931;195.606
bg03-magazine001-f42.jpg;623.737;735.653;656.018;264.601;1049.48;713.401;1014.1;247.092
bg03-tax003-f50.jpg;908.561;833.891;828.873;303.023;1340.5;802.063;1194.93;309.963
bg03-paper005-f22.jpg;743.241;840.632;681.813;161.149;1297.05;795.513;1146.64;175.723
bg02-letter001-f174.jpg;845.149;731.667;829.456;259.021;1308.54;714.379;1203.75;252.279
bg02-datasheet002-f106.jpg;789.611;744.426;766.117;201.945;1249.93;713.267;1162.06;186.79
bg03-magazine001-f87.jpg;824.322;828.527;784.645;193.2;1313.59;793.592;1218.79;188.028
bg01-tax003-f197.jpg;729.743;790.788;765.22;259.514;1203.81;764.935;1159.37;218.329
bg01-patent002-f191.jpg;840.19;820.493;775.031;234.808;1335.45;762.733;1193.25;201.146
bg01-datasheet005-f78.jpg;766.766;894.689;765.011;237.961;1352.99;877.736;1229.49;235.368
bg05-letter005-f70.jpg;845.758;900.802;599.39;291.363;1285.39;732.18;1007.83;199.302
bg01-tax005-f59.jpg;402.141;771.159;379.816;187.896;909.791;697.583;813.33;145.912
bg03-patent002-f24.jpg;861.54;854.679;746.012;262.209;1361.24;768.24;1164.8;220.135
bg04-patent005-f16.jpg;1342.53;760.179;600.642;821.391;1277.36;281.219;593.706;333.556
bg01-magazine004-f49.jpg;867.391;833.201;774.877;404.312;1224.67;775.397;1087.41;377.638
bg04-paper005-f44.jpg;1448.54;689.148;700.627;699.11;1314.31;325.861;692.592;305.894
bg02-tax001-f51.jpg;876.238;703.45;870.781;331.025;1223.9;698.408;1171.19;331.535
bg03-magazine001-f21.jpg;660.297;779.316;682.09;274.947;1124.08;765.409;1065.1;273.123
bg02-magazine001-f144.jpg;973.478;839.54;891.173;195.203;1468.08;774.558;1337.89;145.307
bg02-paper005-f7.jpg;855.678;729.252;820.015;285.73;1273.0;698.078;1166.97;270.726
bg04-paper005-f69.jpg;1543.81;604.68;874.756;769.505;1334.57;223.473;726.741;313.826
bg02-letter002-f74.jpg;969.697;803.558;894.245;279.242;1411.0;755.902;1269.27;255.86
bg02-paper001-f140.jpg;1061.46;802.242;818.445;363.459;1444.52;649.279;1150.94;263.454
bg02-paper001-f165.jpg;1048.58;754.523;906.485;318.743;1482.32;671.543;1259.71;266.141
bg03-tax004-f62.jpg;741.954;757.477;833.77;326.589;1180.31;803.503;1184.18;357.237
bg03-patent003-f85.jpg;820.99;783.574;774.189;171.185;1297.44;743.349;1198.38;160.616
bg03-letter003-f199.jpg;839.925;807.976;726.814;318.892;1263.03;734.355;1087.78;281.322
bg03-magazine002-f79.jpg;885.142;758.739;875.802;382.324;1299.78;735.067;1205.75;363.666
bg01-letter004-f110.jpg;620.901;802.701;679.536;248.334;1134.92;802.892;1094.78;256.841
bg02-datasheet001-f48.jpg;515.207;720.9;609.348;182.284;1004.17;738.707;1018.79;198.815
bg01-patent001-f96.jpg;1038.07;790.968;810.397;296.929;1416.77;654.878;1154.61;210.337
bg05-letter001-f74.jpg;718.515;853.896;719.008;253.972;1241.43;821.708;1153.33;221.828
bg01-letter004-f54.jpg;747.006;875.84;727.585;278.932;1247.51;847.628;1143.09;283.058
bg04-paper001-f18.jpg;1228.07;843.429;560.975;646.15;1318.6;442.561;733.549;291.688
bg01-magazine003-f197.jpg;1091.3;754.524;1068.43;242.406;1548.9;775.853;1446.2;267.787
bg03-datasheet003-f181.jpg;714.243;754.787;704.938;268.693;1136.28;729.481;1064.89;260.712
bg02-patent001-f94.jpg;856.74;730.691;860.505;221.113;1283.66;722.71;1234.84;215.873
bg03-patent003-f188.jpg;824.81;819.447;721.121;290.34;1298.67;757.227;1111.59;276.751
bg01-letter001-f69.jpg;744.527;827.198;764.303;211.548;1262.44;824.827;1198.77;222.774
bg03-datasheet003-f127.jpg;890.894;829.954;757.762;278.87;1398.15;726.628;1170.37;221.555
bg04-datasheet003-f46.jpg;1265.81;724.21;569.161;659.169;1268.06;339.222;675.795;294.694
bg01-patent005-f78.jpg;639.669;880.122;706.495;300.015;1111.82;901.311;1118.44;297.762
bg01-tax001-f140.jpg;666.096;824.036;723.167;255.381;1142.73;823.088;1134.67;234.657
bg01-letter002-f195.jpg;656.639;850.925;703.326;193.61;1220.94;849.982;1169.65;199.184
bg03-patent005-f157.jpg;715.89;784.059;719.445;349.806;1148.76;760.558;1067.59;342.536
bg02-tax002-f128.jpg;904.735;517.237;919.181;105.804;1300.32;525.516;1256.58;114.655
bg05-tax002-f48.jpg;729.343;776.562;819.143;182.834;1255.35;841.186;1255.97;245.514
bg03-magazine004-f173.jpg;758.512;864.617;606.558;267.0;1207.74;756.305;1014.24;221.759
bg04-patent005-f7.jpg;1363.43;661.622;666.075;753.572;1271.77;227.658;633.479;305.726
bg05-tax002-f32.jpg;656.887;750.259;853.726;182.129;1155.78;850.764;1292.79;216.501
bg02-tax005-f175.jpg;972.205;708.848;803.319;309.95;1327.15;607.802;1116.74;243.85
bg05-datasheet002-f17.jpg;654.168;769.652;688.498;175.019;1199.4;752.795;1138.9;157.603
bg04-magazine003-f55.jpg;742.607;408.018;1345.51;315.516;804.094;810.152;1515.26;681.857
bg04-patent002-f39.jpg;676.84;365.47;1307.05;440.249;561.913;750.179;1326.26;846.777
bg02-letter004-f119.jpg;809.976;656.528;832.511;197.1;1232.54;651.574;1190.93;189.646
bg04-datasheet001-f80.jpg;1467.78;778.065;694.149;765.847;1411.33;318.032;725.661;297.472
bg01-letter003-f54.jpg;887.586;795.17;735.483;300.783;1313.95;685.369;1101.86;232.9
bg04-magazine003-f44.jpg;608.368;398.981;1193.61;373.674;562.337;763.533;1262.47;730.672
bg03-paper003-f90.jpg;741.023;830.793;725.382;193.057;1271.51;793.549;1176.67;175.431
bg03-magazine003-f4.jpg;736.364;886.774;659.333;263.121;1221.18;810.588;1090.83;220.745
bg03-patent003-f75.jpg;775.042;771.742;785.72;213.693;1236.53;762.461;1184.2;217.901
bg04-tax005-f5.jpg;725.005;217.558;1362.34;372.673;658.618;681.347;1398.76;806.393
bg05-letter003-f4.jpg;872.846;839.999;798.779;183.088;1369.52;800.612;1235.1;190.15
bg01-magazine001-f11.jpg;738.3;866.287;705.861;307.644;1206.96;827.869;1100.04;293.13
bg03-paper001-f128.jpg;837.259;834.965;753.93;301.918;1272.07;760.515;1135.55;246.227
bg01-letter001-f178.jpg;854.293;874.827;751.397;198.321;1390.01;794.376;1209.01;165.242
bg01-datasheet005-f15.jpg;802.158;939.032;714.415;288.484;1325.14;862.323;1154.43;252.453
bg05-paper001-f42.jpg;750.547;897.233;747.571;297.771;1259.22;843.939;1175.07;228.951
bg04-magazine003-f32.jpg;563.268;378.777;1139.51;390.604;479.286;739.63;1160.77;756.088
bg05-tax004-f32.jpg;640.453;812.124;734.88;236.544;1174.95;869.034;1165.64;288.563
bg04-datasheet003-f77.jpg;1499.42;764.401;670.976;830.064;1331.66;349.118;650.851;370.395
bg04-magazine002-f83.jpg;670.554;484.358;1243.44;308.891;821.544;895.49;1471.61;653.506
bg02-tax005-f205.jpg;840.198;639.237;836.238;272.206;1217.37;635.517;1153.52;273.6
bg02-magazine002-f146.jpg;824.333;733.25;861.719;308.174;1290.24;713.176;1228.13;283.622
bg04-tax005-f73.jpg;717.676;193.415;1373.11;244.68;656.902;645.929;1369.6;700.021
bg04-magazine003-f128.jpg;688.74;303.577;1309.81;399.826;687.45;789.706;1400.45;829.185
bg01-datasheet004-f167.jpg;715.148;818.899;715.288;213.006;1232.36;795.362;1149.22;205.818
bg03-patent001-f82.jpg;834.724;780.39;814.354;321.142;1293.38;753.443;1181.01;305.576
bg04-letter003-f121.jpg;677.322;268.787;1348.74;254.555;677.614;752.106;1424.22;719.812
bg03-tax005-f91.jpg;833.332;811.054;868.431;407.605;1246.39;822.755;1200.62;418.131
bg02-letter002-f174.jpg;727.388;716.049;797.749;258.259;1165.7;750.391;1159.52;290.715
bg01-magazine003-f129.jpg;389.2;722.271;607.074;239.036;847.564;815.801;982.444;310.557
bg03-patent001-f43.jpg;822.988;774.614;866.148;416.546;1293.51;791.432;1217.47;426.865
bg03-letter001-f157.jpg;928.653;809.772;822.204;229.937;1328.54;770.75;1183.44;253.188
bg01-tax001-f153.jpg;579.745;836.283;611.458;234.56;1081.93;822.445;1043.21;222.236
bg04-letter001-f5.jpg;656.173;367.457;1281.76;267.584;735.833;812.155;1440.59;670.078
